"city","lat","lng","country"
"Spokane Valley","47.6625","-117.2346","United States"
"Middletown","39.5032","-84.3660","United States"
"Idaho Falls","43.4872","-112.0363","United States"
"Beaverton","45.4779","-122.8168","United States"
"Bafra","41.5682","35.9069","Turkey"
"Dhahran","26.2914","50.1583","Saudi Arabia"
"Lawrence","38.9598","-95.2641","United States"
"San Carlos del Zulia","9.0104","-71.9200","Venezuela"
"Prescott Valley","34.5982","-112.3178","United States"
"Shangzhi","45.2204","127.9700","China"
"Greece","43.2461","-77.6989","United States"
"Federal Way","47.3090","-122.3359","United States"
"Kelo","9.3171","15.8000","Chad"
"San Marcos","33.1350","-117.1743","United States"
"Rio Rancho","35.2872","-106.6981","United States"
"Sandy","40.5706","-111.8510","United States"
"Tracy","37.7260","-121.4440","United States"
"Aurangābād","24.7704","84.3800","India"
"Sungai Penuh","-2.0631","101.3964","Indonesia"
"Bolzano","46.5004","11.3600","Italy"
"Brockton","42.0821","-71.0242","United States"
"San Carlos de Bariloche","-41.1500","-71.3000","Argentina"
"Boli","45.7564","130.5759","China"
"Biu","10.6204","12.1900","Nigeria"
"Hesperia","34.3975","-117.3147","United States"
"Roswell","34.0391","-84.3513","United States"
"Nowra","-34.8828","150.6000","Australia"
"Mandeville","30.3750","-90.0906","United States"
"Vineland","39.4653","-74.9981","United States"
"Portsmouth","36.8468","-76.3540","United States"
"Dearborn","42.3127","-83.2129","United States"
"Ponta Porã","-22.5300","-55.7300","Brazil"
"Novyy Urengoy","66.0833","76.6332","Russia"
"Livonia","42.3972","-83.3733","United States"
"Plantation","26.1260","-80.2617","United States"
"Slidell","30.2881","-89.7826","United States"
"Samandağ","36.1171","35.9333","Turkey"
"Manzhouli","49.6000","117.4300","China"
"Trelew","-43.2500","-65.3300","Argentina"
"Nazran’","43.2330","44.7830","Russia"
"Polatlı","39.5842","32.1472","Turkey"
"Bafang","5.1704","10.1800","Cameroon"
"Kineshma","57.4700","42.1300","Russia"
"Coronel","-37.0300","-73.1600","Chile"
"Wukari","7.8704","9.7800","Nigeria"
"Rosenheim","47.8503","12.1333","Germany"
"Toowoomba","-27.5645","151.9555","Australia"
"Carson","33.8374","-118.2559","United States"
"Terre Haute","39.4654","-87.3763","United States"
"Sampit","-2.5329","112.9500","Indonesia"
"Foumban","5.7304","10.9000","Cameroon"
"Blacksburg","37.2300","-80.4279","United States"
"Portsmouth","43.0580","-70.7826","United States"
"Fu’an","27.0704","119.6200","China"
"Maizuru","35.4504","135.3333","Japan"
"Villa María","-32.4100","-63.2600","Argentina"
"Itaituba","-4.2586","-55.9250","Brazil"
"Dhangaḍhi̇̄","28.6950","80.5930","Nepal"
"Dover","43.1887","-70.8845","United States"
"Carmel","39.9658","-86.1461","United States"
"Ereğli","37.5063","34.0517","Turkey"
"Hanford","36.3264","-119.6544","United States"
"Danjiangkou","32.5200","111.5000","China"
"Lafayette","39.9949","-105.0997","United States"
"Edmond","35.6689","-97.4159","United States"
"Bugul’ma","54.5543","52.7943","Russia"
"Fishers","39.9589","-85.9665","United States"
"Greenburgh","41.0330","-73.8413","United States"
"Arezzo","43.4617","11.8750","Italy"
"Grahamstown","-33.2996","26.5200","South Africa"
"Toms River","39.9895","-74.1652","United States"
"Novoaltaysk","53.3993","83.9588","Russia"
"Lawton","34.6176","-98.4203","United States"
"Florence","34.1782","-79.7872","United States"
"Mons","50.4460","3.9390","Belgium"
"Kendu Bay","-0.3596","34.6400","Kenya"
"Pingdu","36.7904","119.9400","China"
"Livermore","37.6861","-121.7608","United States"
"Lüleburgaz","41.4067","27.3552","Turkey"
"Chauk","20.9085","94.8230","Burma"
"San Tan Valley","33.1879","-111.5473","United States"
"Lee's Summit","38.9172","-94.3816","United States"
"Menifee","33.6909","-117.1849","United States"
"Albany","31.5776","-84.1762","United States"
"Gatchina","59.5707","30.1333","Russia"
"Bowling Green","36.9715","-86.4375","United States"
"Edinburg","26.3197","-98.1596","United States"
"Kirovo-Chepetsk","58.5544","50.0444","Russia"
"Suffolk","36.6953","-76.6398","United States"
"Missoula","46.8685","-114.0095","United States"
"Reconquista","-29.1395","-59.6500","Argentina"
"Chino","33.9836","-117.6654","United States"
"Yegor’yevsk","55.3848","39.0294","Russia"
"Auburn","32.6087","-85.4899","United States"
"Fall River","41.7137","-71.1014","United States"
"Hosa’ina","7.5504","37.8500","Ethiopia"
"Hamilton","40.2046","-74.6765","United States"
"Valle de La Pascua","9.2100","-66.0200","Venezuela"
"Norwalk","41.1144","-73.4215","United States"
"Decatur","39.8556","-88.9337","United States"
"Newton","42.3316","-71.2085","United States"
"Rapid City","44.0716","-103.2205","United States"
"Shwebo","22.5783","95.6929","Burma"
"Zárate","-34.0896","-59.0400","Argentina"
"Rafaela","-31.2500","-61.5000","Argentina"
"Muncie","40.1989","-85.3950","United States"
"Norrköping","58.5954","16.1787","Sweden"
"Kirkland","47.6997","-122.2041","United States"
"Montero","-17.3496","-63.2600","Bolivia"
"Chosica","-11.9300","-76.7100","Peru"
"Chaman","30.9250","66.4463","Pakistan"
"Sugar Land","29.5935","-95.6357","United States"
"Zhob","31.3490","69.4386","Pakistan"
"Qal‘at Bīshah","20.0087","42.5987","Saudi Arabia"
"Riverview","27.8227","-82.3023","United States"
"Alafaya","28.5278","-81.1865","United States"
"Saint John","45.2670","-66.0767","Canada"
"Jackson","42.2431","-84.4037","United States"
"Yeysk","46.6988","38.2634","Russia"
"Parepare","-4.0167","119.6333","Indonesia"
"Waukegan","42.3697","-87.8716","United States"
"Buzuluk","52.7821","52.2618","Russia"
"Pergamino","-33.8996","-60.5700","Argentina"
"Gitarama","-2.0696","29.7600","Rwanda"
"O'Fallon","38.7851","-90.7177","United States"
"Koidu-Bulma","8.4405","-10.8500","Sierra Leone"
"Cheektowaga","42.9082","-78.7466","United States"
"Changxing","25.8670","116.3167","China"
"Clarkstown","41.1319","-73.9660","United States"
"Ad Diwem","13.9904","32.3000","Sudan"
"Napa","38.2976","-122.3011","United States"
"Dalton","34.7691","-84.9712","United States"
"Tumaco","1.8100","-78.8100","Colombia"
"Redwood City","37.5026","-122.2252","United States"
"Mount Pleasant","32.8533","-79.8269","United States"
"Anderson","40.0874","-85.6920","United States"
"Olavarría","-36.9000","-60.3300","Argentina"
"Joplin","37.0759","-94.5006","United States"
"Panshi","42.9426","126.0561","China"
"Newport Beach","33.6151","-117.8669","United States"
"Lorca","37.6886","-1.6985","Spain"
"Shchëkino","54.0143","37.5143","Russia"
"Potiskum","11.7104","11.0800","Nigeria"
"Keffi","8.8490","7.8736","Nigeria"
"Usol’ye-Sibirskoye","52.7650","103.6450","Russia"
"Bloomington","44.8306","-93.3151","United States"
"Hedong","42.5348","129.0044","China"
"Behbahān","30.5818","50.2615","Iran"
"Sokcho","38.2087","128.5912","Korea, South"
"Ballarat","-37.5596","143.8400","Australia"
"Junín","-34.5846","-60.9589","Argentina"
"Hoover","33.3754","-86.8065","United States"
"Nanaimo","49.1460","-123.9343","Canada"
"Largo","27.9088","-82.7712","United States"
"Sumenep","-7.0049","113.8496","Indonesia"
"Guider","9.9304","13.9400","Cameroon"
"Mission","26.2040","-98.3251","United States"
"Conroe","30.3224","-95.4820","United States"
"Johns Creek","34.0333","-84.2026","United States"
"Linjiang","41.8363","126.9360","China"
"Lake Forest","33.6606","-117.6712","United States"
"Yurga","55.7258","84.8854","Russia"
"Bryan","30.6657","-96.3668","United States"
"Town 'n' Country","28.0108","-82.5760","United States"
"Port Huron","42.9822","-82.4387","United States"
"Troy","42.5818","-83.1457","United States"
"Anzhero-Sudzhensk","56.0800","86.0400","Russia"
"Bethlehem","-28.2196","28.3000","South Africa"
"Madera","36.9640","-120.0803","United States"
"Ocaña","8.2404","-73.3500","Colombia"
"Springfield","39.9297","-83.7957","United States"
"Izmayil","45.3503","28.8374","Ukraine"
"Pleasanton","37.6663","-121.8805","United States"
"Wiener Neustadt","47.8160","16.2500","Austria"
"Bagamoyo","-6.4396","38.8900","Tanzania"
"Nangong","37.3704","115.3700","China"
"Gießen","50.5837","8.6500","Germany"
"Troitsk","54.1056","61.5702","Russia"
"Kaneyama","31.3833","130.8500","Japan"
"Polatsk","55.4894","28.7860","Belarus"
"Alexandria","31.2923","-92.4702","United States"
"Chililabombwe","-12.3696","27.8200","Zambia"
"Melbourne","28.1085","-80.6627","United States"
"Presidencia Roque Sáenz Peña","-26.7900","-60.4500","Argentina"
"Agboville","5.9403","-4.2800","Côte D’Ivoire"
"Luján","-34.5796","-59.1100","Argentina"
"Westland","42.3192","-83.3805","United States"
"Bendigo","-36.7600","144.2800","Australia"
"Watampone","-4.5328","120.3334","Indonesia"
"Campana","-34.1600","-58.9600","Argentina"
"Béziers","43.3505","3.2100","France"
"Balkhash","46.8532","74.9502","Kazakhstan"
"Asbest","57.0230","61.4580","Russia"
"Cranston","41.7658","-71.4858","United States"
"Farmington Hills","42.4860","-83.3771","United States"
"Hattiesburg","31.3074","-89.3170","United States"
"Linares","-35.8400","-71.5900","Chile"
"Warwick","41.7062","-71.4334","United States"
"Williamsburg","37.2692","-76.7076","United States"
"St. Joseph","39.7598","-94.8210","United States"
"Ālbū Kamāl","34.4504","40.9186","Syria"
"Klin","56.3431","36.6987","Russia"
"Auburn","47.3041","-122.2110","United States"
"Brooklyn Park","45.1112","-93.3505","United States"
"Necochea","-38.5600","-58.7500","Argentina"
"Alton","38.9033","-90.1523","United States"
"Chino Hills","33.9507","-117.7253","United States"
"Uvinza","-5.1196","30.3900","Tanzania"
"Mbalmayo","3.5204","11.5000","Cameroon"
"Namsan","42.2304","129.2304","Korea, North"
"Texarkana","33.4487","-94.0815","United States"
"Meïganga","6.5205","14.2900","Cameroon"
"Vorkuta","67.5000","64.0100","Russia"
"Xigazê","29.2500","88.8833","China"
"Koktokay","47.0004","89.4666","China"
"Capenda Camulemba","-9.4196","18.4300","Angola"
"Fort Myers","26.6195","-81.8303","United States"
"Goodyear","33.2614","-112.3622","United States"
"Quillota","-32.8800","-71.2600","Chile"
"Springdale","36.1898","-94.1573","United States"
"Kropotkin","45.4471","40.5821","Russia"
"Banī Mazār","28.4904","30.8100","Egypt"
"Pharr","26.1685","-98.1904","United States"
"Shadrinsk","56.0837","63.6333","Russia"
"Valdosta","30.8502","-83.2788","United States"
"Kadoma","-18.3300","29.9099","Zimbabwe"
"Parma","41.3843","-81.7286","United States"
"New Braunfels","29.6997","-98.1148","United States"
"Kokomo","40.4640","-86.1277","United States"
"Newark","40.0705","-82.4251","United States"
"Kup”yans’k","49.7218","37.5981","Ukraine"
"Gualeguaychú","-33.0200","-58.5200","Argentina"
"Dondo","-19.6196","34.7300","Mozambique"
"Flagstaff","35.1872","-111.6195","United States"
"Saint-Jérôme","45.7666","-74.0000","Canada"
"Plymouth","45.0224","-93.4615","United States"
"Franklin","35.9216","-86.8525","United States"
"Pingyi","35.5104","117.6200","China"
"Florence","34.8303","-87.6654","United States"
"Folsom","38.6669","-121.1422","United States"
"Kankakee","41.1020","-87.8643","United States"
"Perris","33.7899","-117.2233","United States"
"Marsala","37.8054","12.4387","Italy"
"Linkou","45.2819","130.2519","China"
"Boynton Beach","26.5281","-80.0811","United States"
"Numan","9.4604","12.0400","Nigeria"
"Anderson","34.5212","-82.6478","United States"
"Söke","37.7512","27.4103","Turkey"
"Elizabethtown","37.7030","-85.8769","United States"
"Wheeling","40.0751","-80.6951","United States"
"Ende","-8.8623","121.6489","Indonesia"
"Jiexiu","37.0400","111.9000","China"
"Ovalle","-30.5900","-71.2001","Chile"
"Butare","-2.5896","29.7300","Rwanda"
"Upland","34.1178","-117.6604","United States"
"Sarqan","45.4203","79.9149","Kazakhstan"
"Karūr","10.9504","78.0833","India"
"Baytown","29.7586","-94.9669","United States"
"Battle Creek","42.2986","-85.2296","United States"
"Porterville","36.0644","-119.0338","United States"
"Oudtshoorn","-33.5800","22.1900","South Africa"
"Loveland","40.4167","-105.0622","United States"
"Layton","41.0771","-111.9622","United States"
"Flower Mound","33.0344","-97.1147","United States"
"Hammond","41.6169","-87.4909","United States"
"Lake Jackson","29.0516","-95.4521","United States"
"Al Musayyib","32.7786","44.2900","Iraq"
"Zephyrhills","28.2405","-82.1796","United States"
"Tuban","-6.8995","112.0500","Indonesia"
"Altoona","40.5082","-78.4007","United States"
"Gary","41.5906","-87.3472","United States"
"Tailai","46.3904","123.4100","China"
"Wyoming","42.8909","-85.7066","United States"
"St. Augustine","29.8977","-81.3100","United States"
"San Ramon","37.7625","-121.9365","United States"
"Mackay","-21.1439","149.1500","Australia"
"Kamensk-Shakhtinskiy","48.3318","40.2518","Russia"
"Bethlehem","40.6266","-75.3679","United States"
"Cedar Park","30.5105","-97.8197","United States"
"Arlington Heights","42.0956","-87.9825","United States"
"Campo Mourão","-24.0496","-52.4200","Brazil"
"Union City","37.6030","-122.0187","United States"
"Agrínio","38.6218","21.4077","Greece"
"Bolingbrook","41.6903","-88.1019","United States"
"Anniston","33.6713","-85.8136","United States"
"Oshkosh","44.0228","-88.5617","United States"
"Kendall","25.6697","-80.3556","United States"
"Brick","40.0600","-74.1098","United States"
"Atascocita","29.9777","-95.1953","United States"
"Idah","7.1104","6.7399","Nigeria"
"Bombo","0.5833","32.5333","Uganda"
"Godē","5.9500","43.4500","Ethiopia"
"Red Deer","52.2666","-113.8000","Canada"
"Darhan","49.6167","106.3500","Mongolia"
"Camarillo","34.2230","-119.0322","United States"
"The Villages","28.9021","-81.9888","United States"
"Hilton Head Island","32.1896","-80.7499","United States"
"Missouri City","29.5630","-95.5365","United States"
"San Marcos","29.8736","-97.9380","United States"
"Rochester Hills","42.6645","-83.1563","United States"
"Schaumburg","42.0307","-88.0838","United States"
"Kara-Balta","42.8306","73.8857","Kyrgyzstan"
"San Ramón de la Nueva Orán","-23.1400","-64.3200","Argentina"
"Winchester","39.1735","-78.1746","United States"
"Harrisonburg","38.4362","-78.8735","United States"
"Standerton","-26.9395","29.2400","South Africa"
"Riberalta","-10.9830","-66.1000","Bolivia"
"Wausau","44.9615","-89.6457","United States"
"Jonesboro","35.8211","-90.6793","United States"
"Grand-Bassam","5.2004","-3.7500","Côte D’Ivoire"
"Jackson","35.6536","-88.8353","United States"
"Munch’ŏn","39.3813","127.2517","Korea, North"
"Bawku","11.0604","-0.2400","Ghana"
"Rancho Cordova","38.5740","-121.2523","United States"
"Sundsvall","62.4001","17.3167","Sweden"
"Onitsha","6.1404","6.7800","Nigeria"
"Mandurah","-32.5235","115.7471","Australia"
"Dale City","38.6473","-77.3459","United States"
"Bonao","18.9420","-70.4090","Dominican Republic"
"Cuamba","-14.7896","36.5400","Mozambique"
"Waldorf","38.6085","-76.9195","United States"
"Tatvan","38.5066","42.2816","Turkey"
"General Roca","-39.0200","-67.6100","Argentina"
"Southfield","42.4765","-83.2605","United States"
"Tokār","18.4333","37.7333","Sudan"
"Owensboro","37.7573","-87.1174","United States"
"Apple Valley","34.5328","-117.2104","United States"
"Pasco","46.2506","-119.1303","United States"
"Korosten’","50.9504","28.6500","Ukraine"
"Conway","35.0753","-92.4695","United States"
"Lodi","38.1218","-121.2933","United States"
"Guadalajara","40.6337","-3.1666","Spain"
"Quảng Trị","16.7504","107.2000","Vietnam"
"Mansfield","40.7656","-82.5275","United States"
"Lanxi","46.2664","126.2760","China"
"Waukesha","43.0087","-88.2464","United States"
"Launceston","-41.4498","147.1302","Australia"
"Morgantown","39.6379","-79.9468","United States"
"Keshan","48.0263","125.8660","China"
"Bourges","47.0837","2.4000","France"
"Venado Tuerto","-33.7496","-61.9700","Argentina"
"Goya","-29.1400","-59.2700","Argentina"
"Montepuez","-13.1196","39.0000","Mozambique"
"Pittsburg","38.0185","-121.8970","United States"
"Sumter","33.9392","-80.3930","United States"
"Chusovoy","58.2934","57.8130","Russia"
"Cleveland","35.1818","-84.8707","United States"
"Chalkída","38.4640","23.6124","Greece"
"Kalamáta","37.0389","22.1142","Greece"
"Ellicott City","39.2773","-76.8344","United States"
"Andkhōy","36.9317","65.1015","Afghanistan"
"Dothan","31.2335","-85.4068","United States"
"Chernogorsk","53.8313","91.2227","Russia"
"Redlands","34.0511","-117.1712","United States"
"Wenatchee","47.4338","-120.3286","United States"
"Kovel’","51.2171","24.7166","Ukraine"
"Sotik","-0.6796","35.1200","Kenya"
"Asti","44.9300","8.2100","Italy"
"Framingham","42.3085","-71.4368","United States"
"Cherry Hill","39.9034","-74.9947","United States"
"Maple Grove","45.1089","-93.4626","United States"
"Pocatello","42.8716","-112.4652","United States"
"South Jordan","40.5571","-111.9783","United States"
"Weston","26.1007","-80.4054","United States"
"Debre Mark’os","10.3400","37.7200","Ethiopia"
"Georgetown","30.6668","-97.6953","United States"
"Lethbridge","49.7005","-112.8333","Canada"
"Janesville","42.6855","-89.0136","United States"
"Vol’sk","52.0347","47.3743","Russia"
"Baiquan","47.6018","126.0819","China"
"North Richland Hills","32.8605","-97.2180","United States"
"St. Charles","38.7956","-90.5156","United States"
"Châu Đốc","10.7004","105.1167","Vietnam"
"Belogorsk","50.9191","128.4637","Russia"
"Zhanggu","30.9504","101.9167","China"
"Sheboygan","43.7403","-87.7316","United States"
"Homestead","25.4665","-80.4472","United States"
"Bristol","36.5572","-82.2154","United States"
"Lima","40.7410","-84.1121","United States"
"Walnut Creek","37.9025","-122.0398","United States"
"Woodbury","44.9056","-92.9230","United States"
"El Paso de Robles","35.6394","-120.6560","United States"
"Paragominas","-2.9596","-47.4900","Brazil"
"Guajará-Mirim","-10.8000","-65.3499","Brazil"
"West Bend","43.4184","-88.1823","United States"
"Mount Vernon","48.4202","-122.3116","United States"
"Villa Carlos Paz","-31.4200","-64.5000","Argentina"
"Bafia","4.7504","11.2300","Cameroon"
"Hasselt","50.9640","5.4840","Belgium"
"Ongjin","37.9371","125.3571","Korea, North"
"Hammond","30.5061","-90.4563","United States"
"Daphne","30.6286","-87.8866","United States"
"Jorhāt","26.7500","94.2167","India"
"Mocuba","-16.8496","38.2600","Mozambique"
"Ragusa","36.9300","14.7300","Italy"
"Liuhe","42.2789","125.7173","China"
"Güines","22.8361","-82.0280","Cuba"
"Mansfield","32.5690","-97.1211","United States"
"Casas Adobes","32.3423","-111.0114","United States"
"Wum","6.4004","10.0700","Cameroon"
"Chulucanas","-5.0896","-80.1700","Peru"
"Tuymazy","54.6048","53.6943","Russia"
"Decatur","34.5730","-86.9905","United States"
"Glen Burnie","39.1559","-76.6072","United States"
"Al Aḩmadī","29.0769","48.0838","Kuwait"
"Delray Beach","26.4550","-80.0905","United States"
"Say’ūn","15.9430","48.7873","Yemen"
"Kamloops","50.6667","-120.3333","Canada"
"Palatine","42.1181","-88.0430","United States"
"Borisoglebsk","51.3687","42.0887","Russia"
"Dubuque","42.5007","-90.7067","United States"
"Bossier City","32.5227","-93.6667","United States"
"Sabanalarga","10.6400","-74.9200","Colombia"
"Buckeye","33.4314","-112.6429","United States"
"Rockville","39.0834","-77.1553","United States"
"Broomfield","39.9541","-105.0527","United States"
"Türkmenbaşy","40.0230","52.9697","Turkmenistan"
"Saldanha","-33.0100","17.9300","South Africa"
"Victoria","28.8285","-96.9850","United States"
"Lodja","-3.4896","23.4200","Congo (Kinshasa)"
"Yorba Linda","33.8890","-117.7713","United States"
"Otukpo","7.1904","8.1300","Nigeria"
"Ames","42.0258","-93.6216","United States"
"Daytona Beach","29.1994","-81.0982","United States"
"Concepción del Uruguay","-32.4800","-58.2400","Argentina"
"Chengjiao Chengguanzhen","34.4362","104.0306","China"
"Carbondale","37.7220","-89.2238","United States"
"Deva","45.8833","22.9167","Romania"
"Ishim","56.1502","69.4498","Russia"
"Hanover","39.8117","-76.9835","United States"
"Saratoga Springs","43.0674","-73.7775","United States"
"DeKalb","41.9314","-88.7482","United States"
"Soio","-6.1296","12.3700","Angola"
"Casper","42.8420","-106.3207","United States"
"Kenner","30.0109","-90.2549","United States"
"Oktyabr’skiy","52.6636","156.2387","Russia"
"Sherman","33.6266","-96.6195","United States"
"Petaluma","38.2423","-122.6267","United States"
"Tejen","37.3786","60.4960","Turkmenistan"
"Tzaneen","-23.8195","30.1700","South Africa"
"Palo Alto","37.3913","-122.1467","United States"
"Weirton","40.4060","-80.5671","United States"
"Bay City","43.5903","-83.8886","United States"
"Narva","59.3776","28.1603","Estonia"
"Apatity","67.5731","33.3930","Russia"
"Kati","12.7504","-8.0800","Mali"
"Aleksin","54.5143","37.0944","Russia"
"Old Bridge","40.4004","-74.3126","United States"
"Kissidougou","9.1905","-10.1200","Guinea"
"Baní","18.2800","-70.3310","Dominican Republic"
"Las Heras","-32.8250","-68.8017","Argentina"
"Eagan","44.8169","-93.1638","United States"
"Los Lunas","34.8115","-106.7803","United States"
"Mansehra","34.3418","73.1968","Pakistan"
"Poinciana","28.1217","-81.4820","United States"
"Corvallis","44.5696","-123.2781","United States"
"Rogers","36.3172","-94.1518","United States"
"Lake Elsinore","33.6846","-117.3344","United States"
"Kungur","57.4348","56.9543","Russia"
"Klintsy","52.7652","32.2448","Russia"
"Laguna Niguel","33.5275","-117.7050","United States"
"Neryungri","56.6740","124.7104","Russia"
"Huinan","42.6229","126.2614","China"
"Leninogorsk","54.5987","52.4487","Russia"
"P’yŏngsan","38.3367","126.3866","Korea, North"
"Grand Forks","47.9221","-97.0887","United States"
"Morón","22.1099","-78.6275","Cuba"
"Middletown","40.3897","-74.0813","United States"
"Lesosibirsk","58.2433","92.4833","Russia"
"North Little Rock","34.7807","-92.2372","United States"
"Lahat","-3.8000","103.5333","Indonesia"
"Rockhampton","-23.3639","150.5200","Australia"
"Chābahār","25.3004","60.6299","Iran"
"Alpharetta","34.0703","-84.2738","United States"
"Polevskoy","56.4434","60.1880","Russia"
"Sodo","6.9000","37.7500","Ethiopia"
"Great Falls","47.5022","-111.2995","United States"
"Longview","46.1460","-122.9630","United States"
"West Des Moines","41.5522","-93.7805","United States"
"Pyapon","16.2933","95.6829","Burma"
"Rio Negro","-26.1000","-49.7900","Brazil"
"Prince George","53.9167","-122.7667","Canada"
"Shawnee","39.0158","-94.8076","United States"
"Banī Walīd","31.7704","13.9900","Libya"
"Kumertau","52.7748","55.7843","Russia"
"San Clemente","33.4498","-117.6103","United States"
"Birnin Konni","13.7904","5.2599","Niger"
"Michigan City","41.7098","-86.8705","United States"
"Carmichael","38.6337","-121.3230","United States"
"Ji-Paraná","-10.8333","-61.9670","Brazil"
"Borås","57.7304","12.9200","Sweden"
"Jupiter","26.9199","-80.1128","United States"
"Krasnotur’insk","59.7948","60.4848","Russia"
"Tan-Tan","28.4304","-11.1000","Morocco"
"Wellington","26.6464","-80.2706","United States"
"Rocklin","38.8075","-121.2488","United States"
"Rafḩā","29.6202","43.4948","Saudi Arabia"
"Rocky Mount","35.9676","-77.8047","United States"
"Fairbanks","64.8353","-147.6534","United States"
"Elmira","42.0938","-76.8097","United States"
"Binga","2.3834","20.4200","Congo (Kinshasa)"
"Mayagüez","18.2003","-67.1397","Puerto Rico"
"Johnstown","40.3258","-78.9194","United States"
"Blaine","45.1696","-93.2078","United States"
"Puerto Madryn","-42.7700","-65.0400","Argentina"
"Sammamish","47.6019","-122.0419","United States"
"Eden Prairie","44.8488","-93.4595","United States"
"Tikhoretsk","45.8531","40.1377","Russia"
"Redmond","47.6762","-122.1169","United States"
"Glens Falls","43.3109","-73.6459","United States"
"Parkersburg","39.2624","-81.5419","United States"
"Qinggang","46.6900","126.1000","China"
"Gloucester","39.7924","-75.0363","United States"
"Mazabuka","-15.8600","27.7600","Zambia"
"Colón","22.7196","-80.9058","Cuba"
"Tulare","36.1996","-119.3401","United States"
"Lakeville","44.6776","-93.2521","United States"
"Haverhill","42.7838","-71.0871","United States"
"Castro Valley","37.7092","-122.0632","United States"
"Svobodnyy","51.4062","128.1312","Russia"
"Zarafshon Shahri","41.5822","64.2018","Uzbekistan"
"Beloit","42.5230","-89.0184","United States"
"Aïn Sefra","32.7604","-0.5799","Algeria"
"Rzhev","56.2574","34.3275","Russia"
"Bhairāhawā","27.5333","83.3833","Nepal"
"West Hartford","41.7669","-72.7536","United States"
"Pflugerville","30.4525","-97.6020","United States"
"Eastvale","33.9617","-117.5802","United States"
"Port Orange","29.1084","-81.0137","United States"
"Encinitas","33.0490","-117.2613","United States"
"Bethesda","38.9866","-77.1188","United States"
"Medicine Hat","50.0333","-110.6833","Canada"
"Knysna","-34.0329","23.0333","South Africa"
"Novaya Balakhna","56.4943","43.5944","Russia"
"Sopur","34.3000","74.4667","India"
"Kasongo","-4.4500","26.6600","Congo (Kinshasa)"
"Coffs Harbour","-30.3071","153.1123","Australia"
"Machiques","10.0704","-72.5499","Venezuela"
"Balboa","8.9500","-79.5667","Panama"
"Rowlett","32.9157","-96.5488","United States"
"Monessen","40.1519","-79.8828","United States"
"Sebring","27.4770","-81.4530","United States"
"Greenwich","41.0665","-73.6368","United States"
"Lehi","40.4137","-111.8726","United States"
"Nkawkaw","6.5505","-0.7800","Ghana"
"Coon Rapids","45.1755","-93.3095","United States"
"Belebey","54.1291","54.1187","Russia"
"Kayes","-4.1800","13.2800","Congo (Brazzaville)"
"Dundalk","39.2703","-76.4942","United States"
"Waltham","42.3889","-71.2423","United States"
"Brentwood","37.9356","-121.7190","United States"
"Ankeny","41.7284","-93.6034","United States"
"San Luis Obispo","35.2670","-120.6689","United States"
"Tanjungpandan","-2.7500","107.6500","Indonesia"
"Springfield","44.0538","-122.9810","United States"
"Council Bluffs","41.2369","-95.8518","United States"
"Castle Rock","39.3762","-104.8535","United States"
"Chistopol’","55.3648","50.6407","Russia"
"Hamilton","39.3938","-84.5652","United States"
"Tikhvin","59.6448","33.5144","Russia"
"Sagua la Grande","22.8090","-80.0711","Cuba"
"Ferkessédougou","9.6004","-5.2000","Côte D’Ivoire"
"Labinsk","44.6348","40.7443","Russia"
"Fernandópolis","-20.2696","-50.2600","Brazil"
"Mankato","44.1711","-93.9773","United States"
"Noblesville","40.0356","-86.0066","United States"
"Bassar","9.2610","0.7890","Togo"
"Moca","19.3970","-70.5230","Dominican Republic"
"Iskitim","54.6509","83.2865","Russia"
"Benevento","41.1337","14.7500","Italy"
"Vyksa","55.3247","42.1644","Russia"
"Gadsden","34.0090","-86.0156","United States"
"Fairfield","41.1775","-73.2733","United States"
"Pula","44.8687","13.8481","Croatia"
"Sibay","52.7091","58.6387","Russia"
"Palm Harbor","28.0847","-82.7481","United States"
"Moore","35.3293","-97.4757","United States"
"Hamden","41.3961","-72.9215","United States"
"Burnsville","44.7648","-93.2795","United States"
"Stralsund","54.3004","13.1000","Germany"
"Civitavecchia","42.1004","11.8000","Italy"
"Taylor","42.2260","-83.2688","United States"
"Doral","25.8151","-80.3565","United States"
"Coburg","50.2666","10.9666","Germany"
"Marietta","33.9532","-84.5422","United States"
"Sal’sk","46.4775","41.5420","Russia"
"El Carmen de Bolívar","9.7204","-75.1300","Colombia"
"Rome","34.2662","-85.1862","United States"
"Bouaflé","6.9780","-5.7480","Côte D’Ivoire"
"Dublin","37.7161","-121.8964","United States"
"Sŏnbong","42.3377","130.4027","Korea, North"
"Tartagal","-22.5500","-63.8100","Argentina"
"Albany","44.6275","-123.0966","United States"
"San Fernando","-34.5800","-70.9900","Chile"
"Shuya","56.8543","41.3643","Russia"
"Soasio","0.6964","127.4360","Indonesia"
"Langzhong","31.5759","105.9656","China"
"Xo‘jayli Shahri","42.4047","59.4517","Uzbekistan"
"Reston","38.9497","-77.3461","United States"
"Morristown","36.2047","-83.3005","United States"
"Lakewood","47.1628","-122.5299","United States"
"Zima","53.9331","102.0331","Russia"
"Bristol","41.6812","-72.9407","United States"
"Millcreek","40.6892","-111.8291","United States"
"Woodland","38.6712","-121.7500","United States"
"Crotone","39.0833","17.1233","Italy"
"Benton Harbor","42.1159","-86.4488","United States"
"Meriden","41.5367","-72.7944","United States"
